trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
109,False,"{'a': 0.5, 'e': 0.334376856889913}",25,1,-107.97300581854434,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 2}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,6,18.602431091390972,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",25,6,-77.38355558458849,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 2}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",25,13,-24.38240323443073,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",25,10,5.276851908812656,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",35,16,18.566147796972494,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",20,0,-42.933290981260214,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,2,-25.522600764066784,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",20,0,-40.190003290300524,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.3054590259283046}",20,9,-66.49330297793868,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
119,False,"{'a': 0.5, 'e': 0.30240443566902153}",20,4,-62.64303034613029,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.2993803913123313}",20,8,-43.981415754529664,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.296386587399208}",35,17,-39.5640197045021,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
122,False,"{'a': 0.5, 'e': 0.2934227215252159}",20,14,-23.942857113113032,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.29048849430996376}",30,12,-10.520908952805602,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.2875836093668641}",20,13,-0.3307971083722716,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.28470777327319546}",25,10,-25.713282144661893,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2818606955404635}",20,0,-32.4009259714494,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.27904208858505886}",20,0,-70.85040036705547,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.2762516676992083}",20,11,17.62259066122914,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2734891510222162}",20,2,-55.54745656022104,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
130,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,0,7.99696125904411,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.2680467169168741}",25,12,10.3046656332819,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.26536624974770534}",30,18,-30.07676114540595,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502283}",25,15,-3.324286255979401,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.26008546137772603}",30,13,8.41038764152566,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.25748460676394874}",20,5,10.847149574687137,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963093}",20,0,-68.1032157945762,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.2523606630893462}",25,17,11.438702385627803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.2498370564584527}",20,0,-93.95253604523032,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
139,False,"{'a': 0.5, 'e': 0.24733868589386818}",20,3,24.09630908772,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492948}",20,15,-1.8161032743733838,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2424166460445802}",25,14,-4.692370191265814,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2399924795841344}",25,12,9.319846899873873,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",20,9,-27.98132457418825,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 0.5, 'e': 0.23521662924041012}",25,0,23.137363713789732,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.232864462948006}",30,2,-27.183224268992404,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",20,0,-36.815266119300404,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",20,0,-44.270852459977384,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",25,0,25.80966376343585,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.2236886739786474}",20,0,30.556893038458846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.22145178723886091}",25,0,16.427143764185725,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.2192372693664723}",20,1,7.194532868063646,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.21704489667280757}",25,0,-4.914648517708944,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.2148744477060795}",25,19,14.417965830958828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.2127257032290187}",20,11,8.087677026548874,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672852}",25,4,26.04177177532044,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.20849246173476124}",25,18,11.47674891980236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.2064075371174136}",20,0,-21.768734321165553,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.20434346174623946}",20,8,3.3266938009041844,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.2023000271287771}",30,12,-52.452485426995274,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.20027702685748933}",25,8,13.915360228935787,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.19827425658891443}",25,0,-36.41854900997897,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.19629151402302528}",20,15,-13.723428357067425,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19432859888279502}",20,15,2.602544117584182,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19238531289396707}",20,2,-34.79164902743054,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
165,False,"{'a': 0.5, 'e': 0.1904614597650274}",25,13,-103.61460138305648,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 3}",1
166,False,"{'a': 0.5, 'e': 0.1885568451673771}",30,12,-32.0918904721791,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",25,0,24.777955507248837,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.1848045639485463}",20,13,8.813151236774713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906084}",20,12,2.5253205972854023,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597024}",25,10,26.52176435215492,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471053}",25,11,-0.12706996745035393,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17752252675876343}",25,0,-31.855581941750433,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.1757473014911758}",20,4,28.078996346893007,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17398982847626404}",25,8,14.986631162064793,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.1722499301915014}",20,13,11.073827131400844,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17052743088958636}",20,13,1.4797530826937162,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.1688221565806905}",25,12,12.308221928392001,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1671339350148836}",20,1,-14.297851017401584,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16546259566473476}",30,19,-11.234979418463128,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808742}",25,10,27.521024622976032,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100654}",20,5,23.54030286217787,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16054819111089647}",20,14,11.052929016416357,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.1589427091997875}",20,9,3.4788345615855145,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15735328210778962}",25,19,9.070721958711516,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15577974928671173}",20,0,15.653561520102283,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.15422195179384462}",25,0,-41.408200100655975,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.15267973227590617}",25,2,13.897315938148544,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.1511529349531471}",20,9,-3.127111725571302,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.14964140560361563}",25,0,-8.334372745373884,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.14814499154757946}",30,20,-17.09685526274765,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.14666354163210368}",20,12,12.708831890447712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14519690621578263}",20,0,24.563479477463524,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.1437449371536248}",20,12,14.139110071086993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14230748778208857}",20,12,-26.290031107914935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.14088441290426768}",25,8,7.080452761940678,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.139475568775225}",35,12,40.53747224454985,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13808081308747275}",30,12,13.1976238105302,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.136700004956598}",20,13,5.715349991676549,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13533300490703204}",20,2,-61.16804938253708,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 2}",1
200,False,"{'a': 0.5, 'e': 0.13397967485796172}",35,15,36.61842630196474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.1326398781093821}",20,14,0.4176773684992767,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13131347932828827}",25,17,15.126605774517817,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.1300003445350054}",30,0,-67.41065760845017,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 2}",0
204,False,"{'a': 0.5, 'e': 0.12870034108965533}",30,15,23.078897098779027,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.1274133376787588}",25,19,6.824363549469567,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12613920430197118}",20,6,21.907744148798468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12487781225895148}",30,4,-33.68156360961823,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.12362903413636196}",20,13,12.807209811888388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12239274379499834}",20,10,-23.219930439775077,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.5, 'e': 0.12116881635704835}",25,3,31.831373600951817,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.11995712819347787}",20,16,5.1696611474884815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.11875755691154309}",25,14,14.896864156793743,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11756998134242766}",20,0,20.87123862353888,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.11639428152900338}",20,14,12.208703000501096,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11523033871371334}",30,12,7.585420566512149,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11407803532657622}",25,13,-33.26047823646001,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.11293725497331045}",20,11,13.964368883820057,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11180788242357734}",20,10,-21.815832276083402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.11068980359934157}",25,10,-22.455055839110546,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.10958290556334815}",20,16,6.8566732986457755,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
